ACCOUNT_NO.,ACCOUNT_NAME,SCHEME_TYPE,CLS_BALANCE,AMOUNT,INT_RATE,ACCT_OPEN_DATE _OPEN_EFFECTIVE_DATE,MATURITY_DATE,CRNCY,USD_AMOUNT
LA500300014010,FBNQUEST MERCHANT BANK LIMITED,LAA,"-139,480.00",139480.0,7.25,4/11/2022,2022-07-11 00:00:00,USD,139480.0
LA500300014011,UNITED BANK FOR AFRICA PLC,LAA,"-408,241.23",408241.23,5.29,4/12/2022,2022-08-05 00:00:00,USD,408241.23
LA500300014012,WEMA BANK PLC.,LAA,"-89,280.00",89280.0,7.29,4/12/2022,2022-08-10 00:00:00,USD,89280.0
LA500300014013,WEMA BANK PLC.,LAA,"-89,280.00",89280.0,7.29,4/12/2022,2022-08-10 00:00:00,USD,89280.0
LA500300014014,FIRST CITY MONUMENT BANK PLC,LAA,"-16,139.08",16139.08,6.3,4/13/2022,2022-10-07 00:00:00,USD,16139.08
LA500300014015,FIRST CITY MONUMENT BANK PLC,LAA,"-12,046.27",12046.27,6.3,4/13/2022,2022-10-07 00:00:00,USD,12046.27
LA500300014018,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-50,916.97",50916.97,6.78,4/14/2022,2022-07-13 00:00:00,USD,50916.97
LA500300014019,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-153,000.00",153000.0,6.78,4/14/2022,2022-07-13 00:00:00,USD,153000.0
LA500300014021,FIRST CITY MONUMENT BANK PLC,LAA,"-123,882.00",123882.0,6.3,4/15/2022,2022-10-10 00:00:00,USD,123882.0
LA500300014022,FIRST CITY MONUMENT BANK PLC,LAA,"-52,404.50",52404.5,6.3,4/15/2022,2022-10-10 00:00:00,USD,52404.5
LA500300014023,FIRST CITY MONUMENT BANK PLC,LAA,"-135,429.69",135429.69,6.3,4/15/2022,2022-10-10 00:00:00,USD,135429.69
LA500300014024,FIRST CITY MONUMENT BANK PLC,LAA,"-35,000.00",35000.0,6.3,4/15/2022,2022-10-10 00:00:00,USD,35000.0
LA500300014025,CORONATION MERCHANT BANK,LAA,"-328,320.00",328320.0,7.3,4/15/2022,2022-09-12 00:00:00,USD,328320.0
LA500300014027,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-146,641.98",146641.98,6.79,4/15/2022,2022-07-14 00:00:00,USD,146641.98
LA500300014028,UNITED BANK FOR AFRICA PLC,LAA,"-415,800.00",415800.0,5.05,4/18/2022,2022-08-04 00:00:00,USD,415800.0
LA500300014029,UNITED BANK FOR AFRICA PLC,LAA,"-415,800.00",415800.0,5.05,4/18/2022,2022-08-04 00:00:00,USD,415800.0
LA500300014030,UNITED BANK FOR AFRICA PLC,LAA,"-88,468.76",88468.76,5.05,4/19/2022,2022-08-09 00:00:00,USD,88468.76
LA500300014031,FIRST CITY MONUMENT BANK PLC,LAA,"-3,666.75",3666.75,6.3,4/19/2022,2022-10-14 00:00:00,USD,3666.75
LA500300014032,STERLING BANK PLC,LAA,"-97,520.05",97520.05,6.81,4/19/2022,2022-07-15 00:00:00,USD,97520.05
LA500300014033,STERLING BANK PLC,LAA,"-68,705.13",68705.13,6.81,4/19/2022,2022-07-15 00:00:00,USD,68705.13
LA500300014034,UNITED BANK FOR AFRICA PLC,LAA,"-1,200,107.71",1200107.71,5.05,4/20/2022,2022-08-18 00:00:00,USD,1200107.71
LA500300014035,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-699,215.17",699215.17,6.81,4/20/2022,2022-07-19 00:00:00,USD,699215.17
LA500300014036,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-46,096.00",46096.0,6.81,4/20/2022,2022-07-19 00:00:00,USD,46096.0
LA500300014037,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-58,290.00",58290.0,6.81,4/20/2022,2022-07-19 00:00:00,USD,58290.0
LA500300014038,FIRST CITY MONUMENT BANK PLC,LAA,"-29,711.43",29711.43,6.35,4/21/2022,2022-10-17 00:00:00,USD,29711.43
LA500300014039,FIRST CITY MONUMENT BANK PLC,LAA,"-39,140.47",39140.47,6.35,4/21/2022,2022-10-17 00:00:00,USD,39140.47
LA500300014040,UNITED BANK FOR AFRICA PLC,LAA,"-545,888.37",545888.37,5.1,4/21/2022,2022-08-17 00:00:00,USD,545888.37
LA500300014041,UNITED BANK FOR AFRICA PLC,LAA,"-1,266,215.83",1266215.83,5.1,4/21/2022,2022-08-17 00:00:00,USD,1266215.83
LA500300014042,UNITED BANK FOR AFRICA PLC,LAA,"-149,013.66",149013.66,5.17,4/22/2022,2022-08-17 00:00:00,USD,149013.66
LA500300014043,UNITED BANK FOR AFRICA PLC,LAA,"-1,452,666.89",1452666.89,5.17,4/22/2022,2022-08-17 00:00:00,USD,1452666.89
LA500300014044,UNITED BANK FOR AFRICA PLC,LAA,"-527,475.56",527475.56,5.17,4/22/2022,2022-08-17 00:00:00,USD,527475.56
LA500300014045,UNITED BANK FOR AFRICA PLC,LAA,"-402,500.63",402500.63,5.17,4/22/2022,2022-08-12 00:00:00,USD,402500.63
LA500300014046,UNITED BANK FOR AFRICA PLC,LAA,"-317,712.89",317712.89,5.17,4/22/2022,2022-08-17 00:00:00,USD,317712.89
LA500300014047,UNITED BANK FOR AFRICA PLC,LAA,"-1,280,310.59",1280310.59,5.17,4/22/2022,2022-08-17 00:00:00,USD,1280310.59
LA500300014048,UNITED BANK FOR AFRICA PLC,LAA,"-429,200.00",429200.0,5.17,4/22/2022,2022-08-12 00:00:00,USD,429200.0
LA500300014049,UNITED BANK FOR AFRICA PLC,LAA,"-819,259.30",819259.3,5.22,4/25/2022,2022-08-12 00:00:00,USD,819259.3
LA500300014050,UNITED BANK FOR AFRICA PLC,LAA,"-106,250.00",106250.0,5.22,4/25/2022,2022-08-23 00:00:00,USD,106250.0
LA500300014051,FIRST CITY MONUMENT BANK PLC,LAA,"-13,567.56",13567.56,6.47,4/25/2022,2022-10-17 00:00:00,USD,13567.56
LA500300014052,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-39,303.04",39303.04,6.96,4/26/2022,2022-07-25 00:00:00,USD,39303.04
LA500300014053,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-48,170.00",48170.0,6.97,4/27/2022,2022-07-26 00:00:00,USD,48170.0
LA500300014054,GREENWICH MERCHANT BANK LIMITE,LAA,"-153,000.00",153000.0,7.07,4/28/2022,2022-10-21 00:00:00,USD,153000.0
LA500300014055,UNITED BANK FOR AFRICA PLC,LAA,"-207,808.04",207808.04,5.32,4/29/2022,2022-08-23 00:00:00,USD,207808.04
LA500300014056,STERLING BANK PLC,LAA,"-46,310.47",46310.47,7.84,5/2/2022,2022-10-28 00:00:00,USD,46310.47
LA500300014057,UNITED BANK FOR AFRICA PLC,LAA,"-80,209.78",80209.78,5.59,5/2/2022,2022-08-25 00:00:00,USD,80209.78
LA500300014058,UNITED BANK FOR AFRICA PLC,LAA,"-47,024.00",47024.0,5.41,5/4/2022,2022-08-23 00:00:00,USD,47024.0
LA500300014059,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-60,800.00",60800.0,7.08,5/4/2022,2022-08-02 00:00:00,USD,60800.0
LA500300014060,STERLING BANK PLC,LAA,"-56,693.94",56693.94,7.91,5/4/2022,2022-10-31 00:00:00,USD,56693.94
LA500300014061,UNITED BANK FOR AFRICA PLC,LAA,"-416,145.60",416145.6,5.41,5/4/2022,2022-08-25 00:00:00,USD,416145.6
LA500300014062,UNITED BANK FOR AFRICA PLC,LAA,"-40,555.00",40555.0,5.41,5/4/2022,2022-08-23 00:00:00,USD,40555.0
LA500300014063,CORONATION MERCHANT BANK,LAA,"-514,663.00",514663.0,7.73,5/5/2022,2022-10-03 00:00:00,USD,514663.0
LA500300014064,UNITED BANK FOR AFRICA PLC,LAA,"-83,839.85",83839.85,5.48,5/5/2022,2022-08-26 00:00:00,USD,83839.85
LA500300014065,UNITED BANK FOR AFRICA PLC,LAA,"-905,756.04",905756.04,5.48,5/5/2022,2022-08-25 00:00:00,USD,905756.04
LA500300014066,UNITED BANK FOR AFRICA PLC,LAA,"-122,457.80",122457.8,5.48,5/5/2022,2022-08-26 00:00:00,USD,122457.8
LA500300014067,UNITED BANK FOR AFRICA PLC,LAA,"-151,140.00",151140.0,5.51,5/6/2022,2022-08-05 00:00:00,USD,151140.0
LA500300014068,CORONATION MERCHANT BANK,LAA,"-84,046.63",84046.63,7.15,5/6/2022,2022-08-04 00:00:00,USD,84046.63
LA500300014069,UNITED BANK FOR AFRICA PLC,LAA,"-84,500.00",84500.0,5.46,5/10/2022,2022-08-25 00:00:00,USD,84500.0
LA500300014070,UNITED BANK FOR AFRICA PLC,LAA,"-85,621.52",85621.52,5.46,5/10/2022,2022-08-26 00:00:00,USD,85621.52
LA500300014071,UNITED BANK FOR AFRICA PLC,LAA,"-446,825.45",446825.45,5.46,5/10/2022,2022-08-23 00:00:00,USD,446825.45
LA500300014072,UNITED BANK FOR AFRICA PLC,LAA,"-232,667.94",232667.94,5.46,5/10/2022,2022-08-26 00:00:00,USD,232667.94
LA500300014073,UNITED BANK FOR AFRICA PLC,LAA,"-40,897.17",40897.17,5.73,5/11/2022,2022-08-26 00:00:00,USD,40897.17
LA500300014074,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-36,270.00",36270.0,7.14,5/12/2022,2022-08-10 00:00:00,USD,36270.0
LA500300014075,FBNQUEST MERCHANT BANK LIMITED,LAA,"-16,069.00",16069.0,7.14,5/12/2022,2022-08-10 00:00:00,USD,16069.0
LA500300014077,FBNQUEST MERCHANT BANK LIMITED,LAA,"-328,507.24",328507.24,7.14,5/12/2022,2022-08-10 00:00:00,USD,328507.24
LA500300014078,WEMA BANK PLC.,LAA,"-166,377.75",166377.75,6.6,5/13/2022,2022-05-27 00:00:00,USD,166377.75
LA500300014079,UNITED BANK FOR AFRICA PLC,LAA,"-359,521.35",359521.35,4.92,5/13/2022,2022-08-04 00:00:00,USD,359521.35
LA500300014080,UNITED BANK FOR AFRICA PLC,LAA,"-6,085.27",6085.27,4.92,5/13/2022,2022-08-05 00:00:00,USD,6085.27
LA500300014081,UNITED BANK FOR AFRICA PLC,LAA,"-144,425.16",144425.16,5.46,5/13/2022,2022-08-26 00:00:00,USD,144425.16
LA500300014082,UNITED BANK FOR AFRICA PLC,LAA,"-225,040.00",225040.0,4.92,5/13/2022,2022-08-05 00:00:00,USD,225040.0
LA500300014084,UNITED BANK FOR AFRICA PLC,LAA,"-392,489.75",392489.75,5.7,5/16/2022,2022-08-17 00:00:00,USD,392489.75
LA500300014085,FBNQUEST MERCHANT BANK LIMITED,LAA,"-282,816.00",282816.0,7.7,5/16/2022,2022-08-15 00:00:00,USD,282816.0
LA500300014086,FBNQUEST MERCHANT BANK LIMITED,LAA,"-282,816.00",282816.0,7.7,5/16/2022,2022-08-15 00:00:00,USD,282816.0
LA500300014087,FBNQUEST MERCHANT BANK LIMITED,LAA,"-13,352.44",13352.44,7.7,5/16/2022,2022-08-15 00:00:00,USD,13352.44
LA500300014089,FBNQUEST MERCHANT BANK LIMITED,LAA,"-430,976.00",430976.0,7.7,5/16/2022,2022-08-15 00:00:00,USD,430976.0
LA500300014090,FBNQUEST MERCHANT BANK LIMITED,LAA,"-430,976.00",430976.0,7.7,5/16/2022,2022-08-15 00:00:00,USD,430976.0
LA500300014091,UNITED BANK FOR AFRICA PLC,LAA,"-135,558.50",135558.5,5.74,5/17/2022,2022-09-09 00:00:00,USD,135558.5
LA500300014092,UNITED BANK FOR AFRICA PLC,LAA,"-107,480.00",107480.0,4.94,5/17/2022,2022-08-05 00:00:00,USD,107480.0
LA500300014093,UNITED BANK FOR AFRICA PLC,LAA,"-143,280.00",143280.0,4.94,5/17/2022,2022-08-04 00:00:00,USD,143280.0
LA500300014094,UNITED BANK FOR AFRICA PLC,LAA,"-72,578.40",72578.4,4.94,5/17/2022,2022-08-12 00:00:00,USD,72578.4
LA500300014095,UNITED BANK FOR AFRICA PLC,LAA,"-71,100.00",71100.0,4.94,5/17/2022,2022-08-09 00:00:00,USD,71100.0
LA500300014096,UNITED BANK FOR AFRICA PLC,LAA,"-40,248.90",40248.9,5.49,5/17/2022,2022-08-26 00:00:00,USD,40248.9
LA500300014098,UNITED BANK FOR AFRICA PLC,LAA,"-3,269,404.25",3269404.25,5.51,5/18/2022,2022-08-26 00:00:00,USD,3269404.25
LA500300014099,UNITED BANK FOR AFRICA PLC,LAA,"-68,600.00",68600.0,5.51,5/18/2022,2022-08-23 00:00:00,USD,68600.0
LA500300014100,UNITED BANK FOR AFRICA PLC,LAA,"-130,196.75",130196.75,5.76,5/18/2022,2022-09-14 00:00:00,USD,130196.75
LA500300014101,UNITED BANK FOR AFRICA PLC,LAA,"-49,312.52",49312.52,5.51,5/18/2022,2022-08-26 00:00:00,USD,49312.52
LA500300014102,CORONATION MERCHANT BANK,LAA,"-37,617.00",37617.0,6.75,5/19/2022,2022-11-15 00:00:00,USD,37617.0
LA500300014103,CORONATION MERCHANT BANK,LAA,"-127,975.00",127975.0,6.75,5/19/2022,2022-11-15 00:00:00,USD,127975.0
LA500300014104,CORONATION MERCHANT BANK,LAA,"-461,977.84",461977.84,6.75,5/19/2022,2022-11-15 00:00:00,USD,461977.84
LA500300014105,CORONATION MERCHANT BANK,LAA,"-93,029.00",93029.0,6.75,5/19/2022,2022-11-15 00:00:00,USD,93029.0
LA500300014106,FBNQUEST MERCHANT BANK LIMITED,LAA,"-416,470.28",416470.28,7.22,5/20/2022,2022-08-18 00:00:00,USD,416470.28
LA500300014107,FBNQUEST MERCHANT BANK LIMITED,LAA,"-120,800.00",120800.0,7.22,5/20/2022,2022-08-18 00:00:00,USD,120800.0
LA500300014108,FBNQUEST MERCHANT BANK LIMITED,LAA,"-201,296.60",201296.6,7.22,5/20/2022,2022-08-18 00:00:00,USD,201296.6
LA500300014109,FBNQUEST MERCHANT BANK LIMITED,LAA,"-346,367.26",346367.26,7.22,5/20/2022,2022-08-18 00:00:00,USD,346367.26
LA500300014110,FBNQUEST MERCHANT BANK LIMITED,LAA,"-471,500.00",471500.0,7.22,5/20/2022,2022-08-18 00:00:00,USD,471500.0
LA500300014111,UNITED BANK FOR AFRICA PLC,LAA,"-54,489.34",54489.34,5.22,5/20/2022,2022-07-20 00:00:00,USD,54489.34
LA500300014112,CORONATION MERCHANT BANK,LAA,"-1,000,000.00",1000000.0,6.78,5/20/2022,2022-11-16 00:00:00,USD,1000000.0
LA500300014113,UNITED BANK FOR AFRICA PLC,LAA,"-60,100.00",60100.0,5.52,5/23/2022,2022-08-26 00:00:00,USD,60100.0
LA500300014114,UNITED BANK FOR AFRICA PLC,LAA,"-59,600.00",59600.0,5.52,5/23/2022,2022-08-26 00:00:00,USD,59600.0
LA500300014115,UNITED BANK FOR AFRICA PLC,LAA,"-79,200.00",79200.0,5.52,5/23/2022,2022-08-26 00:00:00,USD,79200.0
LA500300014116,UNITED BANK FOR AFRICA PLC,LAA,"-2,666,682.36",2666682.36,5.52,5/23/2022,2022-09-14 00:00:00,USD,2666682.36
LA500300014117,NOVA MERCHANT BANK,LAA,"-2,875,981.06",2875981.06,8.48,5/24/2022,2022-11-21 00:00:00,USD,2875981.06
LA500300014118,NOVA MERCHANT BANK,LAA,"-1,078,000.00",1078000.0,8.48,5/24/2022,2022-11-21 00:00:00,USD,1078000.0
LA500300014119,STERLING BANK PLC,LAA,"-693,715.00",693715.0,7.81,5/24/2022,2022-11-18 00:00:00,USD,693715.0
LA500300014120,STERLING BANK PLC,LAA,"-152,412.32",152412.32,7.81,5/24/2022,2022-11-18 00:00:00,USD,152412.32
LA500300014121,STERLING BANK PLC,LAA,"-115,360.00",115360.0,7.81,5/24/2022,2022-11-18 00:00:00,USD,115360.0
LA500300014122,STERLING BANK PLC,LAA,"-261,040.00",261040.0,7.81,5/24/2022,2022-11-18 00:00:00,USD,261040.0
LA500300014123,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-353,780.00",353780.0,7.27,5/25/2022,2022-08-23 00:00:00,USD,353780.0
LA500300014124,STERLING BANK PLC,LAA,"-94,880.00",94880.0,7.81,5/25/2022,2022-11-21 00:00:00,USD,94880.0
LA500300014125,UNITED BANK FOR AFRICA PLC,LAA,"-2,156,000.00",2156000.0,5.81,5/25/2022,2022-09-16 00:00:00,USD,2156000.0
LA500300014126,UNITED BANK FOR AFRICA PLC,LAA,"-425,563.82",425563.82,5.81,5/25/2022,2022-09-16 00:00:00,USD,425563.82
LA500300014127,UNITED BANK FOR AFRICA PLC,LAA,"-234,000.00",234000.0,5.81,5/25/2022,2022-09-16 00:00:00,USD,234000.0
LA500300014128,UNITED BANK FOR AFRICA PLC,LAA,"-372,271.50",372271.5,5.57,5/26/2022,2022-09-14 00:00:00,USD,372271.5
LA500300014129,FBNQUEST MERCHANT BANK LIMITED,LAA,"-528,840.00",528840.0,7.28,5/26/2022,2022-08-24 00:00:00,USD,528840.0
LA500300014130,STERLING BANK PLC,LAA,"-2,000,000.00",2000000.0,7.8,5/27/2022,2022-11-23 00:00:00,USD,2000000.0
LA500300014131,UNITED BANK FOR AFRICA PLC,LAA,"-2,130,520.00",2130520.0,5.8,5/27/2022,2022-09-16 00:00:00,USD,2130520.0
LA500300014132,CORONATION MERCHANT BANK,LAA,"-235,158.67",235158.67,7.8,5/27/2022,2022-10-24 00:00:00,USD,235158.67
LA500300014133,UNITED BANK FOR AFRICA PLC,LAA,"-40,000.00",40000.0,5.3,5/27/2022,2022-07-18 00:00:00,USD,40000.0
LA500300014134,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-110,575.91",110575.91,7.32,5/31/2022,2022-08-29 00:00:00,USD,110575.91
LA500300014135,FIRST CITY MONUMENT BANK PLC,LAA,"-1,040,000.00",1040000.0,6.82,5/31/2022,2022-11-25 00:00:00,USD,1040000.0
LA500300014136,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-92,500.00",92500.0,7.32,5/31/2022,2022-08-29 00:00:00,USD,92500.0
LA500300014137,STERLING BANK PLC,LAA,"-99,450.00",99450.0,7.83,6/1/2022,2022-09-29 00:00:00,USD,99450.0
LA500300014138,STERLING BANK PLC,LAA,"-99,450.00",99450.0,7.83,6/1/2022,2022-09-29 00:00:00,USD,99450.0
LA500300014139,FIRST CITY MONUMENT BANK PLC,LAA,"-81,750.00",81750.0,6.83,6/1/2022,2022-11-28 00:00:00,USD,81750.0
LA500300014141,CORONATION MERCHANT BANK,LAA,"-156,125.70",156125.7,7.85,6/2/2022,2022-10-31 00:00:00,USD,156125.7
LA500300014142,FIRST CITY MONUMENT BANK PLC,LAA,"-518,841.48",518841.48,6.85,6/2/2022,2022-11-22 00:00:00,USD,518841.48
LA500300014143,FBNQUEST MERCHANT BANK LIMITED,LAA,"-163,500.00",163500.0,7.36,6/2/2022,2022-08-31 00:00:00,USD,163500.0
LA500300014144,UNITED BANK FOR AFRICA PLC,LAA,"-70,185.86",70185.86,5.36,6/2/2022,2022-08-25 00:00:00,USD,70185.86
LA500300014145,UNITED BANK FOR AFRICA PLC,LAA,"-722,304.00",722304.0,5.85,6/2/2022,2022-09-27 00:00:00,USD,722304.0
LA500300014146,UNITED BANK FOR AFRICA PLC,LAA,"-152,851.20",152851.2,5.6,6/3/2022,2022-09-23 00:00:00,USD,152851.2
LA500300014147,FBNQUEST MERCHANT BANK LIMITED,LAA,"-201,900.00",201900.0,7.85,6/7/2022,2022-09-06 00:00:00,USD,201900.0
LA500300014148,FBNQUEST MERCHANT BANK LIMITED,LAA,"-211,900.00",211900.0,7.85,6/7/2022,2022-09-06 00:00:00,USD,211900.0
LA500300014149,UNITED BANK FOR AFRICA PLC,LAA,"-76,100.00",76100.0,5.12,6/7/2022,2022-08-04 00:00:00,USD,76100.0
LA500300014150,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-187,880.80",187880.8,7.85,6/7/2022,2022-09-06 00:00:00,USD,187880.8
LA500300014151,UNITED BANK FOR AFRICA PLC,LAA,"-348,277.59",348277.59,5.12,6/7/2022,2022-08-23 00:00:00,USD,348277.59
LA500300014152,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-214,720.00",214720.0,7.85,6/7/2022,2022-09-06 00:00:00,USD,214720.0
LA500300014153,STERLING BANK PLC,LAA,"-97,412.28",97412.28,7.93,6/8/2022,2022-12-05 00:00:00,USD,97412.28
LA500300014154,UNITED BANK FOR AFRICA PLC,LAA,"-76,917.50",76917.5,5.41,6/8/2022,2022-08-25 00:00:00,USD,76917.5
LA500300014155,STERLING BANK PLC,LAA,"-237,623.54",237623.54,7.93,6/8/2022,2022-12-05 00:00:00,USD,237623.54
LA500300014156,FIRST CITY MONUMENT BANK PLC,LAA,"-2,840,000.00",2840000.0,6.98,6/9/2022,2022-12-06 00:00:00,USD,2840000.0
LA500300014157,STERLING BANK PLC,LAA,"-391,202.25",391202.25,7.98,6/9/2022,2022-12-06 00:00:00,USD,391202.25
LA500300014158,UNITED BANK FOR AFRICA PLC,LAA,"-172,650.00",172650.0,5.79,6/13/2022,2022-10-04 00:00:00,USD,172650.0
LA500300014159,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-45,710.00",45710.0,7.49,6/14/2022,2022-09-12 00:00:00,USD,45710.0
LA500300014160,STERLING BANK PLC,LAA,"-148,024.21",148024.21,8.26,6/15/2022,2022-12-12 00:00:00,USD,148024.21
LA500300014161,ACCESS BANK NIGERIA PLC,LAA,"-84,660.00",84660.0,6.57,6/15/2022,2022-09-13 00:00:00,USD,84660.0
LA500300014162,ACCESS BANK NIGERIA PLC,LAA,"-84,660.00",84660.0,6.57,6/15/2022,2022-09-13 00:00:00,USD,84660.0
LA500300014163,ACCESS BANK NIGERIA PLC,LAA,"-84,660.00",84660.0,6.57,6/15/2022,2022-09-13 00:00:00,USD,84660.0
LA500300014164,FIRST CITY MONUMENT BANK PLC,LAA,"-434,059.86",434059.86,7.49,6/17/2022,2022-12-13 00:00:00,USD,434059.86
LA500300014165,FIRST CITY MONUMENT BANK PLC,LAA,"-44,404.00",44404.0,7.49,6/17/2022,2022-12-13 00:00:00,USD,44404.0
LA500300014166,NOVA MERCHANT BANK,LAA,"-326,119.55",326119.55,8.49,6/17/2022,2022-12-14 00:00:00,USD,326119.55
LA500300014167,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-111,049.14",111049.14,7.77,6/17/2022,2022-09-15 00:00:00,USD,111049.14
LA500300014168,FBNQUEST MERCHANT BANK LIMITED,LAA,"-254,330.00",254330.0,7.81,6/21/2022,2022-09-19 00:00:00,USD,254330.0
LA500300014169,CORONATION MERCHANT BANK,LAA,"-236,241.02",236241.02,8.53,6/22/2022,2022-11-21 00:00:00,USD,236241.02
LA500300014171,FIRST CITY MONUMENT BANK PLC,LAA,"-72,330.00",72330.0,7.59,6/23/2022,2022-12-19 00:00:00,USD,72330.0
LA500300014173,FIRST CITY MONUMENT BANK PLC,LAA,"-345,479.01",345479.01,7.59,6/23/2022,2022-12-19 00:00:00,USD,345479.01
LA500300014174,CORONATION MERCHANT BANK,LAA,"-365,985.57",365985.57,9.21,6/15/2022,2022-08-12 00:00:00,USD,365985.57
LA500300014175,CORONATION MERCHANT BANK,LAA,"-1,683,471.20",1683471.2,9.21,6/15/2022,2022-08-12 00:00:00,USD,1683471.2
LA500300014176,CORONATION MERCHANT BANK,LAA,"-1,742,112.00",1742112.0,9.21,6/15/2022,2022-08-12 00:00:00,USD,1742112.0
LA500300014177,CORONATION MERCHANT BANK,LAA,"-1,755,728.00",1755728.0,9.21,6/15/2022,2022-08-12 00:00:00,USD,1755728.0
LA500300014178,CORONATION MERCHANT BANK,LAA,"-1,855,923.36",1855923.36,9.21,6/15/2022,2022-08-12 00:00:00,USD,1855923.36
LA500300014179,CORONATION MERCHANT BANK,LAA,"-168,249.60",168249.6,9.21,6/15/2022,2022-08-12 00:00:00,USD,168249.6
LA500300014181,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-64,226.00",64226.0,8.91,6/10/2022,2022-09-08 00:00:00,USD,64226.0
LA500300014182,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-21,448.00",21448.0,8.91,6/10/2022,2022-09-08 00:00:00,USD,21448.0
LA500300014183,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-605,538.39",605538.39,8.26,6/10/2022,2022-09-08 00:00:00,USD,605538.39
LA500300014184,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-73,022.50",73022.5,8.51,6/15/2022,2022-09-13 00:00:00,USD,73022.5
LA500300014185,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-408,971.06",408971.06,8.26,6/10/2022,2022-09-08 00:00:00,USD,408971.06
LA500300014186,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-192,773.66",192773.66,7.98,6/28/2022,2022-09-26 00:00:00,USD,192773.66
LA500300014187,GLOBUS BANK LIMITED WIRE CLEAR,LAA,"-231,517.00",231517.0,7.98,6/28/2022,2022-09-26 00:00:00,USD,231517.0
LA500300014188,FBNQUEST MERCHANT BANK LIMITED,LAA,"-965,748.43",965748.43,7.73,6/29/2022,2022-09-27 00:00:00,USD,965748.43
LA500300014189,FBNQUEST MERCHANT BANK LIMITED,LAA,"-42,760.00",42760.0,7.73,6/29/2022,2022-09-27 00:00:00,USD,42760.0
LA500300014190,CORONATION MERCHANT BANK,LAA,"-410,160.00",410160.0,9.32,6/29/2022,2022-12-27 00:00:00,USD,410160.0
LA500300014191,UNITED BANK FOR AFRICA PLC,LAA,"-483,238.40",483238.4,6.37,6/30/2022,2022-10-27 00:00:00,USD,483238.4
LA500300014192,UNITED BANK FOR AFRICA PLC,LAA,"-488,710.40",488710.4,6.37,6/30/2022,2022-10-27 00:00:00,USD,488710.4
LA500300014193,GREENWICH MERCHANT BANK LIMITE,LAA,"-9,517.17",9517.17,8,6/30/2022,2022-09-28 00:00:00,USD,9517.17
USD50011210002,DUE FROM FRB - CLEARING NOSTRO,OAB,"-364,370,359.60",364370359.6,0,7/1/2008,2022-07-14 00:00:00,USD,364370359.6
USD50011210003,DUE FROM FRB - CCOLL NON INT,OAB,"-360,000.00",360000.0,0,6/1/2021,2022-07-14 00:00:00,USD,360000.0
USD50011213001,STANDARD CHARTERED BANK - NYB,OAB,"21,263,282.78",-21263282.78,0,5/21/2009,2022-07-14 00:00:00,USD,-21263282.78
XAF50011216001,NOSTRO-UBA CAMERON,OAB,"-145,002.00",145002.0,0,2/15/2019,2022-07-14 00:00:00,XAF,94680085.4142
XOF50011216001,NOSTRO-UBA SENEGAL,OAB,"-1,817,442,498.00",1817442498.0,0,2/15/2019,2022-07-14 00:00:00,XOF,1186711982910.8357
DDA,DDA,DDA,,,,,,,1186605041168.779
